post_id,sentence,true_label,logits
14298342_gab,<user> was a useful tool for a few months bringing new ideas to homosexual worshipping millennials he a gateway drug,normal,[-0.9388615   1.2275206   0.57533854]
14311877_gab,honestly the only woman i would not ever date is a solid black woman hispanics are aye okay asians are qu3 <number> i do not have yellow fever anymore but white girls can be crazy ass folk indian and arab women maybe but they gotta be shaved no negotiating that shit,hatespeech,[-0.49878418  0.7343855   0.4027207 ]
14330454_gab,that the future face of the country is a dumb sexually confused hyperliberal negro should surprise no one,hatespeech,[ 0.29240698 -0.19469483  0.33251467]
14368403_gab,kevin spacey raped me by making me watch all the way through that queer man fantasia american beauty in the hope of seeing mena suvari tits metoo,offensive,[-0.2436201   0.5674876   0.15947494]
14439827_gab,bill clinton raped multiple women and lied under oath not a single democrat voted to remove him from office we refuse to accept their claimed moral authority and we will vote in our own interests as we see fit regardless of what lies the washington post chooses to print,offensive,[-0.5619461   0.85526866  0.34098196]
14500311_gab,the hamiltonmusical really is the epitome of idiocracy it as if many americans are too stupid to get american history unless through the lens of pc low iq ghetto rap hamilton altright,offensive,[-0.4883459  0.3597553  0.9825603]
14502505_gab,why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,hatespeech,[ 0.5062746  -0.48822242  0.2485371 ]
14540497_gab,an emp is generated via the atomic explosion and could be created over the continent miles in the air the fallout would likely stay in space and the housing could be available to those that survive and immigrants from who knows where,normal,[-0.6297131  0.69735    0.5923312]
1468527_gab,call i wanted to overhear today hill this is barry look i told <number> million illegal immigrants i would not prosecute them for voting you still could not pull it off oh hey could u send me the name of that guy who set up your foundation thanks hillary trump presidenttrump speakfreely,offensive,[-0.6251448   0.85873437  0.4817494 ]
14723646_gab,you are obviously stupid so you would not understand if you truly believe physical force is justified at this time why are not you shooting blacks or mexicans in the ghetto you do not really believe in what you are saying cuck,offensive,[-0.36491242  0.22188218  0.9268968 ]
14792974_gab,star wars is so gay,normal,[-1.2800903   1.4038486   0.88333464]
14824578_gab,imo trump did that for the ghetto turds as he was trying to be a non racist the feds want bundy land for the uranium trump can still call most of his advisors are useless and need to be fired they are still part of the swamp,offensive,[-0.6609255   0.65610224  0.72754747]
1482573_gab,<user> well not really islam does not care for ridicule nor reason you beat islam like you would a pack of wolves just do not be a bitch and act tougher than they are problem solved oh and do not invade their hunting grounds if you can help it,offensive,[-0.0245817  -0.02470334  0.6554197 ]
14903617_gab,this is much more than being about filthy mudsharks this is about the destiny of humanity does it become a dumbed down mulatto race where the west falls apart like africa and asians dominate the future or do we ship the nigs back where they belong,hatespeech,[-0.1941129  0.3064378  0.4063778]
14908239_gab,that seems like a misleading generalization i heard black women do not like giving oral i bet the black gays do though and the dl guys probably do so prob <number> <number> tops,offensive,[-0.5960987   0.94274867  0.30116546]
14926730_gab,i noticed how different the letters on gab look and i started freaking out becuz i thought i must have caught autism from this retarded kid that was coughing at walgreens 🙄,offensive,[-0.5195172   0.55563605  0.7209373 ]
14928405_gab,people think white nationalists want war and to exterminate others when in reality all we want is separation,normal,[-0.82544225  1.3103378   0.30200395]
14945121_gab,breaking911 ‏ verified account <user> <number> <number> h24 hours ago more flashback video michigan democrat rep john conyers allegedly reading playboy magazine on a packed airplane in <number> allegations of sexual harassment have surfaced tonight,normal,[-1.016021    1.4561311   0.47913197]
14968536_gab,john hughes was the king of white movies,normal,[-0.98770636  1.200751    0.6302757 ]
14971439_gab,it been a slow targeted boil • <number> <number> twitter places limits on parody accounts • <number> the company issues targeted abuse guidelines in response to a wave of high profile misogynistic harassment • <number> twitter bans threats terrorism promoting violence against others twitterpurge,normal,[-0.75582516  1.0853552   0.4368021 ]
15002888_gab,even when they are stuck between two white babies like an inside out oreo cookie,offensive,[-0.24343345  0.2502343   0.63460404]
15013021_gab,last one i promise i am so white that albinos worry that i look pale,normal,[-0.39878687  0.92311436  0.02175386]
15024908_gab,the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall,hatespeech,[-0.14839482  0.02234055  0.78502375]
15031980_gab,i dont care about hitler because i care about western people hitler allows millions of jews to pose as neonazis to cuck millions of gentiles from rebelling against jews for fear of being called a nazi,normal,[ 0.13808721 -0.16714798  0.43336314]
15033288_gab,leftists truly believe that by feminizing our nation men there will be no more war or violence have they seen the ghettos where women are responsible for raising the criminal class they just do not think do they,offensive,[-0.24254094  0.28251547  0.51917094]
15042928_gab,that creature on the left she won the ghetto lottery with that one my goodness talk about lucking out maybe she his second wife hence the wedding dress if that the case please do not breed honey please please please,offensive,[-0.43927687  0.4233544   0.6426291 ]
15068033_gab,do not you love when nazi wannabes complain about israel because hey like we do not want them here but we do not want them there either stupidity,normal,[-0.5212286  0.5354217  0.5255458]
15087539_gab,maybe feminism cropped its clip haired degenerate thot head up far back in the mohammedean past if so literally strapping a cork in their mouths would make good sense as a rule going forward even a broken sand nigger tells the right time twice a millennia o 😀,hatespeech,[ 1.0640223  -0.9700418  -0.16992545]
15108536_gab,more white people are going to get red pilled by the media outrage at it okay to be white and more posters will go up awesome,offensive,[-0.44700676  0.7755919   0.2341409 ]
15209007_gab,what faggot curates live topics,offensive,[ 0.6328318 -0.7586192  0.5794198]
15222713_gab,just call them jews,normal,[ 0.0338525  -0.14026837  0.48698676]
15256768_gab,the muslim handler for killary obozo had valerie jarrett,normal,[-0.09491405  0.20421475  0.4844345 ]
15292851_gab,really i have seen men come together that we are atheist buddast odinist christian hell even morman for one cause survival religion and beliefs go out the window in a fox hole buddy so blow that retarded shit up some one else skirt,offensive,[ 0.0674845 -0.2009738  0.8534538]
15314387_gab,i mean of course we do not know why he did it we have yet to establish a clear motive it may just have been a sexualemergency hence his desperation the gun was just meant to compel the women to realize the urgency of the matter,offensive,[-0.47121355  0.6473501   0.394846  ]
15402487_gab,they have thousands of years of practice but the fuckers keep re branding themselves in history books so nobody realizes it the same jews using the same rabid arabs century after century,offensive,[ 0.00493432 -0.07865809  0.550113  ]
15430511_gab,hey nazi dirtbag is your black bull keeping you occupied,offensive,[-0.12853527  0.08780077  0.6569857 ]
15437415_gab,the neo nazi faggots are all running back to twitter twatter i dunno i am attempting an educated guess the next question is what or who scared the shit out of them and made them run away,hatespeech,[ 0.11653118 -0.1495365   0.5234579 ]
15523169_gab,what a tortured little soul is putting a period after every word the white people version of clapping your hands as you speak it been a long time since i have seen your what a dolt,normal,[-0.35685885  0.49216706  0.41246554]
15525257_gab,feminists are the gender counter to how muslim males think of all women in the world feminism feminist <user>,normal,[-0.32129368  0.3927486   0.51233083]
15536288_gab,an illegal immigrant that came here to commit crimes is not the same as someone who comes to work abide by our american laws live in peace deportzarate justiceforkate,normal,[-0.58218807  0.75801075  0.46402645]
15611717_gab,brian ross suspension people lost money sorry but ziltch any sympathy those retarded enough to panic sell off shoudln t invest if they panicked over that they d ve lost it all later anyhow armaggedons can really occur but not everything armaggedon either concern but not actionable panic,normal,[-0.15789647  0.1545969   0.6880788 ]
15613204_gab,just call the jews what they really are god suplanters,offensive,[ 0.12104501 -0.14472957  0.5895272 ]
15731682_gab,besides i am irish white nigger spud nigger shamrock nigger leprechaun nigger potato nigger the nigger list towards the irish is long and creative we worked harder and treated worse than blacks and we dont cry a river over a word,hatespeech,[ 1.8829917  -1.9267383  -0.65019625]
15739185_gab,spin the wheel of sexual harassment folks who will it be next and for what crime mccain violation of the logan act podesta for the evil that he is clinton of course but pick your fucking poison,offensive,[-0.7622896   1.1302602   0.36006692]
15745855_gab,listen to me you fuck there is only one way you can say you are redpilled on women and that after you have created a family with one the sandnigger alien standards are those of a subhuman organism,hatespeech,[ 0.4224406  -0.27935565  0.18698141]
15755618_gab,whore says she does not want to get fucked by likely diseased faggots other whores and sjw freaks go crazy at this truly diabolical homophobia whore can not take the bullying kills herself what a world we live in,hatespeech,[ 0.27959782 -0.24128555  0.3038478 ]
15770035_gab,the democratic party is the party of jews and jew causes minority mutts dumb white bitches that they appoint to certain leadership positions are just puppets facade to disguise the real core and purpose of the party study jewishprivilege and who really matters in the case of conyers franken,hatespeech,[ 0.18953782 -0.12999009  0.39224714]
15800246_gab,it called escort prostitution so let call a spade a spade shall we lefttech must do this because its dungeon and dragon masters and anime trans porn loving programmers have the charm common sense and social skills of a retarded liberal frankenstein boy,offensive,[-0.17888752  0.07306764  0.9279457 ]
15835814_gab,so he admits to his inner retard that can not cope with facts not aligning with his feelinz priceless,offensive,[-0.45128533  0.31865495  0.8620518 ]
15864537_gab,please address the issue of white kids quotations for obvious reasons being raped all across the uk by muslim grooming gangs rotherham is but one city where this is happening but there are many many others and yes this is still continuing and still not being addressed by the police,hatespeech,[-0.5685497   0.8870351   0.28340727]
15868359_gab,i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,hatespeech,[ 0.83590233 -0.8433651   0.09944464]
15879649_gab,andrew anglin wants white women to be raped and beaten into submission he is just gross being out there just to shock white sharia is cancer and must be vehemently denounced,normal,[-0.6626636   0.92973655  0.34576327]
1588428_gab,<user> goad is sharp and has an ear for the language i keep trying to pull myself from interacting with long gone progressives in the f***book <censored> <censored> ghetto and write for publication to sway people who are open to reason instead,offensive,[-0.49293852  0.66460264  0.45731047]
15909380_gab,socialist dictator socialist feminist son of a whore space cadet spoiled bitch stuttering barky stuttering clusterfuck the brown clown the choom gangster in chief the color muslim the community agitator the crony elitist presy the drama king the execuitve infant the face of evil,hatespeech,[ 0.29201162 -0.3096189   0.39028436]
15932738_gab,i swear porch monkeys and sand niggers have no honor whatsoever if the kikes were pushing for european migration into africa and the middle east to out breed the porch monkey and sand niggers there i could never find myself moving there just for that purpose,hatespeech,[ 0.83340293 -0.740506   -0.00248667]
15937202_gab,and they could not even get attractive models to wear those retarded crayon scratching designs,normal,[-0.31456825  0.24651815  0.9441545 ]
15972746_gab,police are reporting they are on the look out for moslem convert terror suspect al samel haeed,normal,[ 0.70243025 -0.60891384 -0.02039126]
16001308_gab,swedish prime minister stefan löven condemns minor attack by muslims against the synagogue in gothenburg he wants more money for holocaust propaganda and harsh punishment for antisemitism swedes have been murdered and raped for years without him saying a word a shekel for a good goy,offensive,[-0.48114705  0.6592223   0.35865706]
16017463_gab,yeah just a bunch of triggered retarded nazis anyway i am off to sleep good nights,offensive,[-0.054968   -0.13752855  1.1963756 ]
16023241_gab,<number> <user> were marketed under speakfreely <number> the terms changed halfway through year one to restrict speech under <number> a <number> then pressured by kike groups like your wife you silenced political dissidents your argument works while companies can limit <number> a those days are ending wrong side of history,hatespeech,[ 0.969703   -0.8796484  -0.15676475]
16031140_gab,justin trudeau is the retarded asshole bastard son of fidel castro,offensive,[-0.04476548 -0.07467455  0.98503286]
16056333_gab,daily reminder that any self proclaimed lolbertarian who does not like hoppe is a faggot and a disgrace real libertaryans were always politically incorrect,offensive,[ 0.3763826  -0.37465376  0.4281224 ]
16084179_gab,they are calling nick fuentes not part of the movement as if the movement is some sort of cult and saying he an immature attention seeker i have <number> problem with women who are mothers speaking out for our people just these single ladies should not do beta farming,offensive,[-0.33672613  0.5154448   0.37610325]
16105294_gab,thats homophobic you vile sand nigger,offensive,[ 1.3067548  -1.2987846  -0.24720371]
1610757_gab,<user> it did not work with the leftists this year now did it people do not respond well to name calling not being retarded or anything but this exactly why leftists lost this year and we do not want to be them in the next time,offensive,[-0.83366287  0.95265263  0.7131045 ]
16118406_gab,by taking known numbers of muslim refugees being allowed onto our soil daily <number> multiplying each by <number> for chain migration every muslim in the world could potentially be here by <number> enough diversity yet stopislam banislam,hatespeech,[-0.31634885  0.5676202   0.27942643]
16126695_gab,four days before i deactivate my twitter account and i do not miss it one bit gabfam outshines jackbrats it not even funny welcome all refugees 🖐,normal,[-0.74636936  1.2232118   0.3064595 ]
16144576_gab,the civil rights movement was nothing more than a communist push for special rights for non whites via jewish legal teams capitalizing off media influenced white guilt and misplaced altruism that would change the face of america into what it is today,hatespeech,[-0.20628524  0.41466212  0.26510125]
16154028_gab,still avoiding my questions i see castrato what do you have against people hating the marxist cultural agenda led by your beloved jews who also lead the homosexual movement which you apparently support is it because you are a faggoty posin person masquerading as a christian,offensive,[ 0.16758774 -0.15672885  0.4118839 ]
16355936_gab,america is supposed to be home to free speech except there is one problem most of the platforms are privately owned by jews and the jews could not care less about your free speech wake up white people the jews control what you see and hear be vigilant,hatespeech,[ 0.2921052  -0.31850088  0.3761117 ]
16394843_gab,we lost a young white male to suicide last night if you are hurting talk to someone even a stranger my bros reach out to our youth let them know they matter counteract the anti white vitriol being vomited at them every day,normal,[-0.3559578   0.5890565   0.27917448]
16395836_gab,fucking slant retard,offensive,[-0.6790574   0.07097906  1.8343618 ]
1639890_gab,a b testing is a bitch when you can not find a delete button <user>,offensive,[-1.0888777  1.054469   0.9542891]
16491428_gab,cursive was left out by the common core to bring everyone down to ghetto levels and destroy american calligraphy cursive will never die,normal,[-0.68712205  0.64656556  0.76298565]
16495378_gab,the harassment of britain first continues they deserve your support,normal,[ 0.05258061 -0.04517636  0.5083147 ]
16497486_gab,hi i am not yuri one of the refugee from twitter hello gab ai,normal,[-1.0971248  1.4411672  0.572794 ]
16544694_gab,indeed ncaa football is as corrupt of as the nfl maybe half of the players in the ncaa are ghetto morons who lack the minds suitable for academics,offensive,[-0.02893232 -0.05690078  0.8243423 ]
16567148_gab,i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans,hatespeech,[-0.62716645  0.81878304  0.42741805]
16577448_gab,at it root it is a muh dick and gibs me dat ideology no wonder it is so popular among blacks even though they have no idea how much the arabs hate them and still trade them into slavery,offensive,[-0.3547036   0.50225925  0.38253972]
16659400_gab,signs in the ghetto warning the jews of typhus germans warning jews about a deadly disease,offensive,[ 0.1055539 -0.2633456  0.6032832]
16674750_gab,european capitols arent american besides europe allowed the muzzies in anyway not my problem,offensive,[ 0.92690104 -0.94956154  0.18959975]
1676175_gab,<user> the important detail being brushed aside here is that he first inquired about housing refugees himself he just did not like the price govt offered him serves that fucker right,normal,[ 0.24015746 -0.21288957  0.22559193]
16787150_gab,ricky i very much wish this could be a possibility in the us however the data since the <number> until today proves that blacks jews mestizos and asians vote overwhelmingly for democrats non whites vote overwhelmingly for less freedom bigger govt and more gibs me dat please explain,hatespeech,[ 0.24914323 -0.2402793   0.33124393]
16825506_gab,we can either all gang up on the kike or the kike can get everyone to gang up on us,hatespeech,[ 1.8453622  -1.8061256  -0.47522208]
16841015_gab,i really do not understand why white people can not say nigger i mean we invented it,normal,[-0.15545525  0.5549506   0.03054065]
16855991_gab,paul is that stuff about moslems attacking white businesses in bradford on xmas eve true,normal,[-0.6709826  0.9142941  0.3494221]
16881276_gab,make up your retarded mind did hitler or did he not kill <number> jews,offensive,[ 0.24901202 -0.45743257  1.0563482 ]
16883713_gab,when america was white no ghettos no handouts almost no taxes no men of color trying to have sex with your <number> year old daughter almost no crime the left says the white communities must die out,hatespeech,[-0.75819     1.0874108   0.39850858]
16896325_gab,i am so glad i do not live there anymore i got out before the muslim invasion of minnesota,hatespeech,[-0.4986174   0.58757573  0.5201437 ]
16984833_gab,we are falling into the dead end of a sub culture more than the ideological ghetto of libertarianism et el,normal,[-0.540336    0.42883617  0.91379553]
17012100_gab,saw the new star whores movie this is my review a long long time ago in a ghetto far far away it is a period of cibil rights nigga rocketships striking from dey hood dey have won dey first victory against the ebil cracka empire,hatespeech,[-0.7011575   0.6762988   0.81928086]
17030440_gab,iran our women and children are being raped murdered and stabbed by invading barbarians and we are worried about muh democracy in iran wtf iranprotests,hatespeech,[-0.27148962  0.4477266   0.30881268]
17074293_gab,agreed and riyadh and any another place in that cesspool they congregate as i said level them both if we ever want world peace there are a couple billion fundie raghead that gotta go,hatespeech,[-0.0808936   0.3104272   0.29605597]
17092116_gab,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,hatespeech,[ 0.28131086 -0.27783006  0.32560766]
17121088_gab,we are bringing back the <number> <number> <number> <number> a homogeneous white place a safe place a place where blacks knew their place expect mass mccarthy hearings to root out the commie jew traitors amongst us hey just like you,hatespeech,[ 0.17270797 -0.15666856  0.33727512]
17127942_gab,so yes i do see the political landscape stormfags who spout jew shit are just as damaging to the solution as fucking sjw faggots are,offensive,[ 0.59220594 -0.63157445  0.3631753 ]
1716053_gab,so called peaceful tolerant people rejecting democracy by promoting violence intolerance are no less bigots than those they condemn <number> years of liberal political failures to commit to viable change have only led to a disillusioned middle nurtured extreme views on the left and right,normal,[-0.41806906  0.7186616   0.27833346]
17181962_gab,per capita whites are doing much better than the chinese besides i think you are over estimating how much soy the average chinaman actually eats,normal,[ 0.15175897 -0.06749608  0.41168678]
17186279_gab,so muslim is back killing people with truck again islam the religion of peace etc,offensive,[-0.31188348  0.40901184  0.49292663]
17187669_gab,online nazi haha guys the left can not meme <number> white privilege diversity is our strength race is just skin color the holocaust racist sexist bigot homophobe islamophobe anti semite,hatespeech,[-0.5155853   0.7953356   0.32770494]
17217517_gab,and i told you at the time as now that your list is info everyone already knows what you are afraid to tackle is the reason behind raghead terrorism as it places all the blame on your precious kikes i say let them both kill each other good riddance,hatespeech,[ 0.57143575 -0.42377704  0.03387357]
17385785_gab,no guys this based chinaman billionaire is going to make america great again,normal,[-0.31474826  0.3807162   0.58115315]
17420407_gab,this was a total bullshit rule housing is segregated by income more than anything this rule would force wealthy neighborhoods to allow section <number> housing be built in high end communities under the guise of diversity and equality bringing the ghetto to you,normal,[-0.40636528  0.34259406  0.7574178 ]
17503871_gab,eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>,offensive,[-0.8422257   1.2078983   0.43830702]
17504345_gab,it not just mainstream media i do not like the argument that many people on gab or any where on the interenet have yo my neighborhood had a bunch of asians and blacks moving in i moved cause i did not want to deal with that that not genocide,hatespeech,[-0.40239036  0.66587996  0.28257984]
17538540_gab,a quick web search turns up that in some ancient cultures polygyny was explicitly restricted to cases where the woman failed to yield children does the bible have that restriction not that i have seen jacob had children with four women simultaneously it would appear you are simply wrong,offensive,[-0.4143067   0.5432456   0.40876457]
17549117_gab,fuck the community keep the muzzies on a fucking leash i consider them filthy,hatespeech,[ 0.8481077 -0.7505656 -0.0276752]
17559281_gab,now now with all of these needy white people crying out to beto y maria garcía from michoacan for remedial human reproductive sexual instruction the least you could do is inform them the kamasutra offers a frog position,normal,[-0.23599471  0.51561034  0.19666663]
17563616_gab,i am so ghetto,normal,[-0.9862163  0.7457841  1.1133457]
17574897_gab,diversity is a code word for white genocide,hatespeech,[-0.63946635  0.9684473   0.2672742 ]
17684585_gab,she is tired of liberal faggots uwuu give me welfare open the borders i love refugees and trannies weak men turn her off she wants to be in a nationalist bed,offensive,[-0.11507194  0.25692892  0.31889123]
17695754_gab,this center is going to highlight lack violence when those who visit get robbed raped and killed,normal,[-0.5876838   0.9657722   0.27132356]
17739608_gab,how does an area become a ghetto all the white ppl move out,offensive,[-0.6448115   0.41671783  1.1117328 ]
17827813_gab,i have a question for you <user> why do you think all these nasty dirty towel heads want to kill whites why do you think they are in our white lands i am just curious here,hatespeech,[ 0.54530543 -0.4778306   0.03366059]
17828964_gab,harvey how many babied did you kill today were they all nigger babies,hatespeech,[ 0.74049884 -0.6419657  -0.14019725]
17843410_gab,i noticed in this sting operation video the brown third worlder who was unabashed about banning right wingers is an indian its very embarassing for us indians in india when these dumbfucks go to usa settle there and then decide to backstab white majority by spewing venom against them kick them out,offensive,[-0.18400176  0.40547913  0.23883304]
17846280_gab,because its a scam run by kikes to enforce world domination while using white lives to do so or perhaps you missed the part about how we have done nothing but invade nations since the end of ww2 that have never attacked us,offensive,[ 0.6172926  -0.48641676  0.01460954]
17868129_gab,i can not imagine having to live with this level of cognitive dissonance life is so much easier when you just say fuck it and adopt race realism and white nationalism instead of contradicting yourself a gorillian times over just to make niggers and jews hate you less,hatespeech,[ 0.569114   -0.52969575  0.14376026]
17896103_gab,fact whites are the only race that care about animals niggers eat them chinks torture them and arabs fuck them,hatespeech,[ 0.9464176  -0.93605334  0.05495214]
17927499_gab,there already enough photos of that retarded freak of nature on its twitter page,offensive,[-0.18480325 -0.064757    1.2505159 ]
17933804_gab,this idea that jews join the armed services is absurd it a hollywood meme they were not even allowed out of their ghetto pick one,offensive,[-0.15337908  0.0145306   0.8212376 ]
17939414_gab,this dude sits around all day trying to argue with anglin others then probably bitched about targeted harassment all day,normal,[-0.59841686  0.9054481   0.30067986]
17940228_gab,lol i see you changed your picture so you can advocate mixing races while using the fellow white people line,normal,[-0.37105757  0.6256005   0.2220864 ]
17941100_gab,<user> may as well put you to good use <user> this is an example of a muslim catfish study it have fun with it but if you want to cry at me for a few more hrs i suppose that would just say some thing no,normal,[-0.86452824  1.3252692   0.38204977]
18032474_gab,the three women refs in the women uconn vs texas basketball game tonight stank despite the crappy officiating the better team won,offensive,[-0.4625834   0.6578958   0.34110582]
18069994_gab,fuck a bunch of amnesty every last one of these illegal immigrants need to be rounded up like a herd of cattle and sent back to whatever shithole of a country they came from,hatespeech,[ 0.01194801 -0.02828287  0.59485835]
18112013_gab,<number> of white women have non white babies because of the brain washing of the media they date men of color to prove they are not racist wind up with muslims ghetto men and members of the drug cartel,offensive,[-0.2505019   0.17566806  0.7720552 ]
18119502_gab,perhaps the men in question prefer women who do not dress like streetwalkers,offensive,[-0.84874415  1.0513054   0.5332877 ]
18120004_gab,where are all the conservative white men where are all the white women defending men from women committing perjury in the divorce courts oh that right they are cheering as men commit suicide screw you bitches look after yourselves mgtow,offensive,[-0.5173112   0.55173415  0.6438861 ]
18154601_gab,too bad you are such a retard and you muted me cuz i caught you saying dumbass shit,offensive,[-0.39009646  0.19058025  1.1682155 ]
18156913_gab,yes so if you hate faggots but are not a faggot yourself god will like that you hate faggots because surprise god hates faggots you are a heretic and you are damned,hatespeech,[ 0.6287438  -0.73837256  0.4873641 ]
18173369_gab,not only that but these people fled their country this country was founded upon fighting the most well armed well disciplined army on the planet and freemen were victorious i see something in the shit hole refugees futures,offensive,[-0.20483974  0.31301373  0.35329708]
18195956_gab,kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing,hatespeech,[-0.5832407  0.5249758  0.8046407]
1831319_gab,for the record i do not think it can be denied that jews are nepotistic and intelligent with a strong in group preference what bothers me is that they will not allow anyone else the same priviledge,normal,[-0.15771532  0.2328181   0.4587967 ]
18361661_gab,i like my fascist freedom of speech as jews call every word that a non jew says to suppress his liberty just the way it is jews because your satanic diversity of opinions has brought us this,hatespeech,[ 0.22038849 -0.19162114  0.3451572 ]
18402625_gab,how could we ever lose the narrative with these borderline mental retard nazi on our side,offensive,[-0.5241364   0.12425654  1.4804021 ]
18457914_gab,<number> to <number> seems about right as a general rule about left vs right violence as well,normal,[-0.9079552  1.1375921  0.5228936]
18466579_gab,a mother who tells her child to play with a diseased child look i know they did not have iphones and computers back then but they were not retarded for fucks sake,normal,[ 0.06542153 -0.1933618   0.8537777 ]
18550891_gab,we can never have this as long as there are blacks jews spics muslims and asians,offensive,[ 0.18642215 -0.31927836  0.61183435]
18566494_gab,that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too,hatespeech,[ 0.5026238  -0.49580324  0.2928765 ]
18600525_gab,it still in debate on whether or not it harassment or this guy just being really good at twisting a story,normal,[-0.9832516   1.4256148   0.41289255]
1862631_gab,<user> look at the video spencer did not do a nazi salute a few in the audience did spencer is not responsible for the audience you are buying into the msm narrative here,normal,[-0.67100483  0.7391019   0.58953553]
18710271_gab,trump proved his love of america when he chose to not take money and worked in the white house during the shutdown recently fuck the dems they are so retarded now they are blindly walking into a trap hahaha,offensive,[ 0.5163809  -0.58813894  0.5786632 ]
18761956_gab,islam continues to spread because of arabs,offensive,[-0.36411402  0.25985333  0.8136698 ]
18777413_gab,so there is nothing wrong with them leaving women alone if they are worthless to them,normal,[-0.39959484  0.4443611   0.5729351 ]
18793244_gab,the koch faggots and friends should be ovened,hatespeech,[-0.17123874  0.10156451  0.5463055 ]
18796136_gab,the ultimate anti muslim weapon a muslim being killed by a women means no virgins in heaven the armed kurdish women brigades caused fear and running of isis in syria this is the time for our sisters to take control of the destiny of the human race,offensive,[-0.43019617  0.57121515  0.3765031 ]
18935258_gab,<number> in <number> google employees are women yeah cos white guys only hire white guys only <number> of comp sci graduates are women kill me,offensive,[-0.86843914  1.33475     0.36658174]
18939950_gab,remember when subscribing to a youtube channel meant you got their videos in your sub feed now you have to click this retarded bell or else youtube will curate videos out of your sub feed without your permission,normal,[-0.04926535 -0.05454753  0.8252806 ]
18945976_gab,<user> triggered faggot maga presidenttrump,offensive,[ 0.15513536 -0.25789827  0.71956897]
18984909_gab,because they go after the loan wolves they pick up mostly the native ones the immigrants tend to be in gangs that is not really the local perverts mo,offensive,[-0.05151097  0.04483487  0.538615  ]
19004747_gab,no chain migration is a bottomless pit of immigrant flooding into the country their mamma and dadda their brothers and sisters their grandparents their aunts uncles their kids etc etc etc family reunification my ass,offensive,[-0.46294188  0.728506    0.28415698]
1902424_gab,<user> it actually country but ghetto stole it,normal,[-1.3217052  1.2152286  1.1549414]
19062875_gab,imagine canada with <number> <number> of these retarded niggas in canada canadians are not used to be confronted by garbage like this yet canada shit skin moslem immigration minister ahmed hussen wants to bring <number> <number> of these animals to canada,hatespeech,[ 0.63771296 -0.6615428   0.30107263]
19069983_gab,i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out,hatespeech,[ 0.21457843 -0.28485596  0.4474756 ]
1909103_gab,canfam next make sure that everyone you know sees video footage of taharrush gamea from europe and let them know europe has imported the muslim gang rape game and that the euro press has totally blacked out this epidemic of horrifically violent gang rape and beatings of european women,hatespeech,[ 0.15476136 -0.14002456  0.3719075 ]
19094544_gab,blah blah blah gay reference deep state blah blah blah lol just come out the closet already homo,offensive,[-0.9284976  1.0178436  0.7121269]
19132319_gab,well the weasel and who is carrying water for the biggest liar in our country history obama is about to get his ass set on fire and the ex coon and moslem commander is going down too releasethememo is finally here,offensive,[ 0.5042567  -0.31305325 -0.02716863]
19151211_gab,yeah i know but this is one part of the whole picture and for faggots that keep harping on about elections as if it our whole point of the movement,offensive,[-0.50390774  0.5730242   0.49923456]
19166441_gab,i would love to see trump bring <number> white women from europe call them refugees from the madness of merkel other lefties and refugees from rapist muslims bring them here and have a baby boom american men are tired of fat women,hatespeech,[-0.27384198  0.42585027  0.33731577]
19186428_gab,some faggot reported my avi on twitter the same as i have here i wish the main people i follow on twitter were on gab so i could abandon that shitty site,offensive,[ 0.25683814 -0.22963805  0.39248726]
19204580_gab,so you agree then she as white english as you bringing mongols from <number> years ago into it does not negate that fact does it so you judged her purely on her looks and assumed wrongly that why your national socialism is retarded 😊,offensive,[-0.29312223  0.28973407  0.80206996]
19263398_gab,ah yes the great poem that invites every <number> rd world shitskin to come to our shores,hatespeech,[ 0.40974233 -0.29606926  0.01774338]
19286919_gab,through out the ghetto was there nary a word except brothers in green who through the streets could be heard demanding where my five dollah,offensive,[-0.74120957  0.62076694  0.9601149 ]
19303535_gab,no most people are good people do you think all men are evil maybe because you have been victimized yourself you do know there are many women who are pediofiles do not you,normal,[-0.56398016  0.6667287   0.5305861 ]
19404399_gab,whoopi goldberk aka caryn johnson is a stupid nigger with no brain,hatespeech,[ 1.163692   -1.0731791  -0.06385347]
19405848_gab,hell the dims would pay for it out of their own pocket using illegal immigrants as the labor force of course buildthewall shutitdown,offensive,[-0.69651353  0.6629961   0.8701877 ]
